tipo,nome,logradouro,bairro,municipio,estado,m²,quartos,banheiros,vagas,preco,preco do m²,Anunciante,latitude,longitude
Apartamento,Wit Residences,"Rua Ernesto Mariucci, 480",Jardim Aclimação,Maringa,PR,55.0,2,0,1,120000.0,2181.82,Pedro Granado Imóveis,-23.4453286,-51.9186265
Apartamento,Up Residence,"Avenida Senador Petrônio Portela, 1021",Jardim Aclimação,Maringa,PR,64.0,3,0,1,125000.0,1953.13,Gisa Giseli Corretora de Imóveis,-23.4477368,-51.9118327
Apartamento,Residencial Santa Julia,"Avenida das Torres , ap. 34 bl 04",Jardim Guairacá,Maringa,PR,43.09,2,0,1,130000.0,3016.94,Imobiliária Silvio Iwata,-23.3865222,-51.971165
Casa,Zona 07,"Rua Quintino Bocaiúva, 890",Zona 07,Maringa,PR,34.0,1,0,1,130000.0,3823.53,Sândalo Imóveis,-23.40679,-51.94699
Apartamento,Torre Douro,"Rua Ouro Verde, 314",Vila Emília,Maringa,PR,54.0,2,0,1,140000.0,2592.59,MURAKAMI IMOVEIS PRIME,-23.4463033,-51.935105
Apartamento,Residencial Santa Clara,"Rua Jorge Benedito Seraval, 3055",Jardim Guairacá,Maringa,PR,45.0,2,0,1,140000.0,3111.11,Theodorado Imóveis Ltda,-23.3861263,-51.9727897
Apartamento,Residencial Santa Clara,"Rua Jorge Benedito Seraval, 3055",Jardim Três Lagoas,Maringa,PR,45.0,2,0,1,140000.0,3111.11,Imobiliária Morada do Sol,-23.38766,-51.9739294
Apartamento,Conj. Hab. Dalva de Oliveira,"Rua Pioneiro João Perin, 649",Parque Tarumã,Maringa,PR,43.0,2,0,1,140000.0,3255.81,Pedro Granado Imóveis,-23.4647878,-51.9238825
Apartamento,Jardim Guairacá,"Avenida das Torres, 3163",Jardim Guairacá,Maringa,PR,37.26,2,0,1,140000.0,3757.38,Medeiros Imobiliária,-23.3865222,-51.971165
Apartamento,Pousada Universitária,"Rua Luiz Corrêa , 02",Cidade Jardim,Maringa,PR,34.3,1,0,1,140000.0,4081.63,Shimizu Imóveis,-23.3977311,-51.93918
Apartamento,Open Life,"Avenida Governador Parigot de Souza, 229",Zona 01,Maringa,PR,50.66,1,0,1,144000.0,2842.48,Carmona Imóveis,-23.4248143,-51.9452875
Apartamento,Cesular Flat,"Avenida Guedner, 1137",Zona 08,Maringa,PR,33.0,1,0,1,145000.0,4393.94,RS IMÓVEIS,-23.4372995,-51.9138207
Apartamento,Residencial Ataulfo Alves,"Rua Pioneiro João Perin, 1211",Parque Tarumã,Maringa,PR,43.0,2,0,1,150000.0,3488.37,Merlin Gestão de Imóveis,-23.4647878,-51.9238825
Casa,Jardim Guairaca,"Avenida das Torres, 3163",Jardim Guairaca,Maringa,PR,37.0,2,0,1,150000.0,4054.05,Ingamax Imoveis,-23.3865222,-51.971165
Apartamento,San Diego,"Rua Tietê, 675",Zona 07,Maringa,PR,35.0,1,0,1,150000.0,4285.71,Granado Imóveis,-23.4111592,-51.9457419
Casa,Cidade Jardim,"Rua Luiz Corrêa, 644",Cidade Jardim,Maringa,PR,34.0,1,0,1,150000.0,4411.76,MAGNANI IMOVEIS LTDA,-23.3977311,-51.93918
Apartamento,Residencial Dalva de Oliveira,"Rua Pioneiro Joao Perin, 1211",Parque Taruma,Maringa,PR,50.6,2,0,0,152000.0,3003.95,Bianchini Imoveis,-23.4647878,-51.9238825
Apartamento,Residencial Santa Clara,"Rua Henri Jean Viana Júnior, 3531",Jardim Três Lagoas,Maringa,PR,43.0,2,0,1,155000.0,3604.65,Dubai Imóveis,-23.3877353,-51.9730248
Apartamento,Franz Liszt,"Rua Jangada, 507",Zona 07,Maringa,PR,39.0,1,0,1,155000.0,3974.36,Lélo Imóveis,-23.4083166,-51.9458162
Apartamento,Edificío Conte Herrig,"Rua Mandaguari, 638",Zona 07,Maringa,PR,24.79,1,0,1,155000.0,6252.52,Sirlei Andrade Corretora de Imóveis,-23.4095145,-51.9463481
Apartamento,Santa Clara,"Rua Jorge Benedito Seraval, 3531",Jardim Guairacá,Maringa,PR,43.0,2,0,1,159000.0,3697.67,Lélo Imóveis,-23.3861263,-51.9727897
Apartamento,Imperium Park Residence,"Rua Moscados, 150",Vila Marumby,Maringa,PR,80.0,3,0,1,160000.0,2000.0,Pedro Granado Imóveis,-23.450006,-51.9260395
Apartamento,Residencial Ataulfo Alves,"Rua Pioneiro João Perin, 1211",Parque Tarumã,Maringa,PR,50.0,2,0,1,160000.0,3200.0,Imobiliária Daros,-23.4647878,-51.9238825
Casa,Parque Tarumã,"Rua Pioneiro João Perin, 1050",Parque Tarumã,Maringa,PR,45.0,2,0,1,160000.0,3555.56,MAGNANI IMOVEIS LTDA,-23.4647878,-51.9238825
Apartamento,Edificio Franz Liszt,"Rua Jangada, 507",Zona 07,Maringa,PR,39.0,1,0,1,160000.0,4102.56,Pardinho Imóveis,-23.4083166,-51.9458162
Apartamento,Rio Bahia,"Rua Osvaldo Cruz, 789",Zona 07,Maringa,PR,28.0,1,0,1,160000.0,5714.29,Ekos Imóveis,-23.41134,-51.9434837
Apartamento,Platinum,"Rua Belo Horizonte, 352",Jardim Ipiranga,Maringa,PR,27.0,1,0,1,160000.0,5925.93,Antenor Imóveis,-23.4161003,-51.9482785
Apartamento,Pousada Universitária,"Rua Luiz Corrêa, 243",Cidade Jardim,Maringa,PR,32.54,1,0,1,163000.0,5009.22,Operação Imóveis,-23.3977311,-51.93918
Apartamento,Residencial Abaré,"Avenida Doutor Mário Clapier Urbinati, 344",Zona 07,Maringa,PR,21.65,1,0,1,164900.0,7616.63,Imobiliária Silvio Iwata,-23.4054459,-51.9474012
Apartamento,Ed Mauricio Schulman,"Avenida Doutor Mário Clapier Urbinati, 724",Zona 07,Maringa,PR,80.0,3,0,1,165000.0,2062.5,Amarildo Neves de Lara,-23.4061787,-51.9452784
Casa,Parque Taruma,"Rua Pioneiro Joao Perin, 1211",Parque Taruma,Maringa,PR,54.0,2,0,1,165000.0,3055.56,Taroba Imoveis,-23.4647878,-51.9238825
Apartamento,Vila Emilia,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,52.0,2,0,1,165000.0,3173.08,Conecta Corretores,-23.4463033,-51.935105
Apartamento,Havaí,"Rua Mandaguari, 418",Zona 07,Maringa,PR,34.0,1,0,1,165000.0,4852.94,Lélo Imóveis,-23.4095145,-51.9463481
Apartamento,Wit Residences,"Rua Ernesto Mariucci, 480",Jardim Aclimação,Maringa,PR,64.0,3,0,1,167000.0,2609.38,Rafael Sapucaia Corretor de Imóveis,-23.4453286,-51.9186265
Apartamento,Santa Clara,"Rua Jorge Benedito Seraval, 3531",Jardim Guairaca,Maringa,PR,43.0,2,0,1,169000.0,3930.23,Lelo Imoveis,-23.3861263,-51.9727897
Casa,Zona 07,"Rua Bragança, 441",Zona 07,Maringa,PR,29.0,1,0,1,169900.0,5858.62,FG4 Imóveis,-23.4103618,-51.9460452
Casa,Jardim Munique,"Rua Diógenes Pinto, 357",Jardim Munique,Maringa,PR,138.0,3,0,3,170000.0,1231.88,Imobiliária Alte,-23.372992,-51.9643986
Apartamento,Monza,"Rua Visconde de Nassau, 712",Zona 07,Maringa,PR,55.0,2,0,1,170000.0,3090.91,Pedro Granado Imóveis,-23.4107224,-51.9416925
Apartamento,Torres Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,54.0,2,0,1,170000.0,3148.15,MURAKAMI IMOVEIS PRIME,-23.4463033,-51.935105
Apartamento,Torre Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,54.0,2,0,1,170000.0,3148.15,MURAKAMI IMOVEIS PRIME,-23.4463033,-51.935105
Apartamento,Catuaí,"Avenida Guedner, 3060",Zona 08,Maringa,PR,50.0,3,0,1,170000.0,3400.0,Imobiliária Santa Catarina,-23.4372995,-51.9138207
Apartamento,Azaleia,"Avenida Cerro Azul, 2438",Jardim Novo Horizonte,Maringa,PR,47.76,2,0,1,170000.0,3559.46,Imobiliaria Morada do Sol,-23.4524234,-51.9319999
Apartamento,Azaleia,"Avenida Cerro Azul, 2438",Zona 02,Maringa,PR,47.0,2,0,1,170000.0,3617.02,Imobiliária Santa Catarina,-23.4374613,-51.9330743
Apartamento,Residencial Azaleia,"Avenida Cerro Azul, 2438",Jardim Novo Horizonte,Maringa,PR,47.0,2,0,1,170000.0,3617.02,MAGNANI IMOVEIS LTDA,-23.4524234,-51.9319999
Apartamento,Torre de Miami,"Rua Tietê, 584",Zona 07,Maringa,PR,37.0,1,0,1,170000.0,4594.59,Imobiliária Abrão Ltda,-23.4111592,-51.9457419
Apartamento,Ecoville,"Rua Tietê, 435",Zona 07,Maringa,PR,33.0,1,0,1,170000.0,5151.52,Pedro Granado Imóveis,-23.4111592,-51.9457419
Apartamento,Pousada Universitária,"Rua Luiz Corrêa, 243",Cidade Jardim,Maringa,PR,32.54,1,0,1,170000.0,5224.34,Massaru Imóveis,-23.3977311,-51.93918
Apartamento,Residencial Primaveril,"Rua Bragança, 530",Zona 07,Maringa,PR,30.23,1,0,1,170000.0,5623.55,Imobiliária Abrão Ltda,-23.4103618,-51.9460452
Apartamento,Pousada Universitaria,"Rua Luiz Correa, 243",Cidade Jardim,Maringa,PR,34.0,1,0,1,174900.0,5144.12,Croti Imoveis,-23.3977311,-51.93918
Apartamento,Diego Rivera,"Rua Pioneiro Paschoal Locatelli, 606",Conjunto Residencial Cidade Alta,Maringa,PR,50.0,2,0,1,175000.0,3500.0,Imobiliária Paiaguás,-23.4656295,-51.910162
Apartamento,Spazio Mirante dos Maias,"Avenida Pioneiro Antonio Ruiz Saldanha, 730",Parque Industrial,Maringa,PR,46.0,1,0,1,175000.0,3804.35,Lélo Imóveis,-23.4540205,-51.9838412
Apartamento,Dalva de Oliveira,"Rua Pioneiro Joao Perin, 649",Parque Taruma,Maringa,PR,43.0,2,0,1,175000.0,4069.77,Lelo Imoveis,-23.4647878,-51.9238825
Apartamento,Chaplin IV,"Rua Professor Itamar Orlando Soares, 401",Zona 07,Maringa,PR,23.0,1,0,1,175000.0,7608.7,ALD Gestora de Imóveis,-23.4049768,-51.9458372
Casa,Zona 07,"Rua Marechal Floriano Peixoto, 237",Zona 07,Maringa,PR,53.0,2,0,1,175800.0,3316.98,La Bela Vista Imóveis,-23.4147216,-51.9314859
Casa,Zona 07,"Rua Tietê, 200",Zona 07,Maringa,PR,25.0,1,0,1,179000.0,7160.0,MAGNANI IMOVEIS LTDA,-23.4111592,-51.9457419
Apartamento,Residencial Alto Sp,"Avenida São Paulo, 224",Zona 01,Maringa,PR,119.0,3,0,2,180000.0,1512.61,Carmona Imóveis,-23.4251474,-51.9331569
Casa,Jardim Aclimacao,"Rua Ernesto Mariucci, 480",Jardim Aclimacao,Maringa,PR,63.0,3,0,1,180000.0,2857.14,Fujimoveis Empreendimentos Imobiliarios,-23.4453286,-51.9186265
Apartamento,Anchieta II,"Rua Marciano Halchuk, 55",Vila Bosque,Maringa,PR,53.94,3,0,1,180000.0,3337.04,Opção Imóveis,-23.4353346,-51.925898
Apartamento,Conjunto Residencial Carimã II,"Rua Vasco da Gama, 774",Vila Marumby,Maringa,PR,50.0,2,0,1,180000.0,3600.0,MAGNANI IMOVEIS LTDA,-23.4452497,-51.9279409
Apartamento,Ed. Silvio M. Barros,"Rua Monsenhor Tanaka, 300",Vila Emília,Maringa,PR,46.0,2,0,1,180000.0,3913.04,Theodorado Imóveis Ltda,-23.4461404,-51.9335617
Apartamento,Res. Pq. das Paineiras,"Rua Cantor Raul Seixas, 343",Jardim Ipanema,Maringa,PR,45.6,2,0,1,180000.0,3947.37,Proposta Consultoria de Imóveis,-23.4577378,-51.9207012
Casa,Parque Taruma,"Rua Pioneiro Joao Perin, 1211",Parque Taruma,Maringa,PR,45.0,2,0,1,180000.0,4000.0,Soma Solucoes Imobiliarias,-23.4647878,-51.9238825
Apartamento,Canada,"Rua Mandaguari, 228",Zona 07,Maringa,PR,44.42,2,0,1,180000.0,4052.23,Opção Imóveis,-23.4095145,-51.9463481
Apartamento,Som do Luar,"Rua Bragança, 441",Zona 07,Maringa,PR,29.13,1,0,1,180000.0,6179.2,Massaru Imóveis,-23.4103618,-51.9460452
Apartamento,Residencial Arezzo,"Rua Manoel de Macedo, 290",Zona 07,Maringa,PR,24.88,1,0,1,180000.0,7234.73,Imobiliária Nacional,-23.4083886,-51.9459324
Apartamento,Platinum,"Rua Belo Horizonte, 352",Jardim Ipiranga,Maringa,PR,24.23,1,0,1,180000.0,7428.81,RS IMÓVEIS,-23.4161003,-51.9482785
Apartamento,Ed. Chaplin I,"Rua Tietê, 57",Zona 07,Maringa,PR,21.5,1,0,1,180000.0,8372.09,Hayashi Maringá Imóveis,-23.4111592,-51.9457419
Apartamento,Pousada Univ Cesular,"Avenida Guedner, 1163",Zona 08,Maringa,PR,62.3,1,0,1,185000.0,2969.5,Imobiliária Paiaguás,-23.4372995,-51.9138207
Apartamento,Cosmos,"Rua Bragança, 274",Zona 07,Maringa,PR,60.0,2,0,1,185000.0,3083.33,Massaru Imóveis,-23.4103618,-51.9460452
Apartamento,Conjunto Residencial Maira II,"Rua Alexandra, 92",Parque Residencial Patrícia,Maringa,PR,58.64,3,0,1,185000.0,3154.84,Imobiliária Silvio Iwata,-23.4120498,-51.9012984
Apartamento,Residencial Catuai,"Avenida Guedner, 3060",Parque da Gávea,Maringa,PR,55.0,3,0,1,185000.0,3363.64,Imobiliária Delta,-23.4517298,-51.920299
Apartamento,Cesular,"Avenida Guedner, 1163",Zona 08,Maringa,PR,54.0,1,0,1,185000.0,3425.93,7House Imoveis,-23.4372995,-51.9138207
Apartamento,Residencial Ataulfo Alves,"Rua Ataulfo Alves, 833",Conjunto Residencial Cidade Alta,Maringa,PR,43.0,2,0,1,185000.0,4302.33,Marly Imóveis,-23.4634777,-51.9206254
Apartamento,Chaplin II,"Rua Osvaldo Cruz, 263",Zona 07,Maringa,PR,31.47,1,0,1,185000.0,5878.61,Massaru Imóveis,-23.41134,-51.9434837
Casa,Zona 07,"Rua Osvaldo Cruz, 263",Zona 07,Maringa,PR,31.47,1,0,1,185000.0,5878.61,Innovant Imoveis,-23.41134,-51.9434837
Casa,Zona 07,"Rua Osvaldo Cruz, 92",Zona 07,Maringa,PR,31.0,1,0,1,185000.0,5967.74,Dubai Imóveis,-23.41134,-51.9434837
Apartamento,Chaplin V,"Rua Tietê, 130",Zona 07,Maringa,PR,26.0,1,0,1,185000.0,7115.38,Pedro Granado Imóveis,-23.4111592,-51.9457419
Apartamento,Edíficio Miyamoto,"Rua 10 de Maio, 379",Zona 07,Maringa,PR,25.0,1,0,1,185000.0,7400.0,Cedrun Patrimonial,-23.4101572,-51.9337355
Apartamento,Chaplin II,"Rua Osvaldo Cruz, 263",Zona 07,Maringa,PR,25.0,1,0,1,185000.0,7400.0,Pedro Granado Imóveis,-23.41134,-51.9434837
Apartamento,Chaplin I,"Rua Tietê, 57",Zona 07,Maringa,PR,22.0,1,0,1,185000.0,8409.09,Lélo Imóveis,-23.4111592,-51.9457419
Apartamento,Residencial Melbourne III,"Rua Tietê, 629",Zona 07,Maringa,PR,22.0,1,0,1,185000.0,8409.09,Imobiliária Cidade Verde,-23.4111592,-51.9457419
Apartamento,Chaplin II,"Rua Osvaldo Cruz, 263",Zona 07,Maringa,PR,22.0,1,0,1,185000.0,8409.09,Lelo Imoveis,-23.41134,-51.9434837
Apartamento,Residencial Manacá,"Rua Pioneiro Paschoal Locatelli, 688",Conjunto Residencial Cidade Alta,Maringa,PR,49.0,2,0,1,189000.0,3857.14,Conecta Corretores,-23.4656295,-51.910162
Apartamento,Ed. Mauricio Schulman,"Avenida Doutor Mário Clapier Urbinati, 1125",Zona 07,Maringa,PR,80.0,3,0,1,190000.0,2375.0,MAGNANI IMOVEIS LTDA,-23.4054459,-51.9474012
Apartamento,Cruzeiro do Sul,"Rua Mandaguari, 402",Zona 07,Maringa,PR,60.0,2,0,1,190000.0,3166.67,Lélo Imóveis,-23.4095145,-51.9463481
Casa,Conjunto Residencial Ney Braga,"Rua Tucano, 400",Conjunto Residencial Ney Braga,Maringa,PR,60.0,2,0,1,190000.0,3166.67,MAGNANI IMOVEIS LTDA,-23.3952527,-51.9663622
Apartamento,Residencial Silvio Magalhaes Barros,"Rua Monsenhor Tanaka, 300",Vila Emilia,Maringa,PR,60.0,3,0,1,190000.0,3166.67,Imobiliaria Paiaguas,-23.4461404,-51.9335617
Casa,Parque da Gávea,"Avenida Guedner, 3060",Parque da Gávea,Maringa,PR,58.0,3,0,1,190000.0,3275.86,Fujimóveis Empreendimentos Imobiliários,-23.4517298,-51.920299
Apartamento,Residencial Catuai,"Avenida Guedner, 3060",Parque da Gavea,Maringa,PR,55.0,3,0,1,190000.0,3454.55,Imobiliaria Delta,-23.4517298,-51.920299
Apartamento,Residencial Flamboyant,"Rua Madre Mônica Maria, 255",Conjunto Habitacional Lea Leal,Maringa,PR,53.94,3,0,1,190000.0,3522.43,Imobiliária Silvio Iwata,-23.4123773,-51.903027
Apartamento,Diego Rivera,"Rua Pioneiro Paschoal Locatelli, 606",Conjunto Residencial Cidade Alta,Maringa,PR,46.24,2,0,1,190000.0,4109.0,Imobiliaria Paiaguas,-23.4656295,-51.910162
Apartamento,Diego Rivera,"Rua Pioneiro Paschoal Locatelli, 606",Conjunto Residencial Cidade Alta,Maringa,PR,46.24,2,0,1,190000.0,4109.0,Massaru Imoveis,-23.4656295,-51.910162
Apartamento,Res Diego Rivera,"Rua Pioneiro Paschoal Locatelli, 606",Conjunto Residencial Cidade Alta,Maringa,PR,46.0,2,0,1,190000.0,4130.43,Lelo Imoveis,-23.4656295,-51.910162
Apartamento,Jatiuca,"Rua Tietê, 238",Zona 07,Maringa,PR,43.0,2,0,1,190000.0,4418.6,Lélo Imóveis,-23.4111592,-51.9457419
Apartamento,Cananeia,"Rua Bragança, 789",Zona 07,Maringa,PR,39.0,1,0,1,190000.0,4871.79,Lélo Imóveis,-23.4103618,-51.9460452
Casa,Cidade Jardim,"Rua Luiz Correa, 243",Cidade Jardim,Maringa,PR,32.0,2,0,1,190000.0,5937.5,Marly Imoveis,-23.3977311,-51.93918
Casa,Vila Marumby,"Rua Vasco da Gama, 243",Vila Marumby,Maringa,PR,82.0,3,0,1,195000.0,2378.05,Fujimóveis Empreendimentos Imobiliários,-23.4452497,-51.9279409
Apartamento,Rio Madeira,"Rua Marquês de Abrantes, 1006",Zona 07,Maringa,PR,63.0,2,0,1,195000.0,3095.24,Lélo Imóveis,-23.4107511,-51.9458805
Apartamento,Residencial Antilhas,"Rua das Margaridas, 733",Jardim Maravilha,Maringa,PR,61.0,2,0,1,195000.0,3196.72,Pedro Granado Imóveis,-23.4101934,-51.959473
Casa,Jardim Guairacá,"Rua Jorge Benedito Seraval, 3055",Jardim Guairacá,Maringa,PR,55.0,2,0,1,195000.0,3545.45,Fujimóveis Empreendimentos Imobiliários,-23.3861263,-51.9727897
Apartamento,Residencial Manaca,"Rua Pioneiro Paschoal Locatelli, 688",Conjunto Residencial Cidade Alta,Maringa,PR,46.0,2,0,1,195000.0,4239.13,Granado Imoveis,-23.4656295,-51.910162
Apartamento,Miyamoto,"Rua 10 de Maio, 379",Zona 07,Maringa,PR,25.0,1,0,1,195000.0,7800.0,Lélo Imóveis,-23.4101572,-51.9337355
Apartamento,Residencial Citizen Park,"Rua João Luiz Dias, 459",Parque Residencial Cidade Nova,Maringa,PR,54.0,3,0,1,198000.0,3666.67,Benites & Gonzaga Imóveis,-23.3942746,-51.9295617
Apartamento,Anchieta II,"Rua Marciano Halchuk, 55",Vila Bosque,Maringa,PR,54.0,3,0,1,198000.0,3666.67,Lelo Imoveis,-23.4353346,-51.925898
Apartamento,Canada,"Rua Mandaguari, 228",Zona 07,Maringa,PR,44.42,2,0,1,198000.0,4457.45,Opcao Imoveis,-23.4095145,-51.9463481
Apartamento,Paranagua Studios,"Rua Osvaldo Cruz, 452",Zona 07,Maringa,PR,25.0,1,0,1,198000.0,7920.0,Benites & Gonzaga Imóveis,-23.41134,-51.9434837
Casa,Vila Nova,"Rua Mitsuzo Taguchi, 184",Vila Nova,Maringa,PR,64.0,3,0,1,199000.0,3109.38,Shimizu Imóveis,-23.4252482,-51.9064218
Apartamento,Luiz Gabriel Sampaio,"Rua Professor Itamar Orlando Soares, 89",Zona 07,Maringa,PR,59.0,1,0,1,199000.0,3372.88,Pedro Granado Imóveis,-23.4049768,-51.9458372
Apartamento,Residencial Manacá,"Rua Pioneiro Paschoal Locatelli, 688",Conjunto Residencial Cidade Alta,Maringa,PR,49.0,2,0,1,199000.0,4061.22,Toro Imóveis,-23.4656295,-51.910162
Apartamento,Cond. Vilagio Treviso,"Avenida José Alves Nendo, 1256",Jardim São Silvestre,Maringa,PR,47.0,2,0,1,199000.0,4234.04,Toro Imóveis,-23.4529235,-51.9130252
Apartamento,Residencial Parque das Paineiras,"Rua Cantor Raul Seixas, 343",Jardim Ipanema,Maringa,PR,45.61,2,0,1,199000.0,4363.08,Moraes e Moraes Negocios imobiliarios,-23.4577378,-51.9207012
Apartamento,Residencial Cesular Flat,"Avenida Guedner, 1137",Zona 08,Maringa,PR,35.0,1,0,1,199000.0,5685.71,Croti Imóveis,-23.4372995,-51.9138207
Casa,Jardim Paulista,"Rua Eloy Victor de Melo, 943",Jardim Paulista,Maringa,PR,120.0,3,0,3,200000.0,1666.67,MAGNANI IMOVEIS LTDA,-23.4110742,-51.8665951
Casa,Jardim Três Lagoas,"Rua José de Farias Ferraz, 498",Jardim Três Lagoas,Maringa,PR,75.64,3,0,2,200000.0,2644.1,Moraes e Moraes Negócios imobiliários,-23.3900207,-51.9729319
Casa,Jardim Bertioga,"Rua Pioneiro José Fritzen, 140",Jardim Bertioga,Maringa,PR,70.0,3,0,2,200000.0,2857.14,Donizeti Corretor de Imóveis,-23.4413526,-51.8914904
Apartamento,Cruzeiro do Sul,"Rua Mandaguari, 402",Zona 07,Maringa,PR,60.0,2,0,1,200000.0,3333.33,Massaru Imóveis,-23.4095145,-51.9463481
Apartamento,Luiz Gabriel Sampaio,"Rua Professor Itamar Orlando Soares, 89",Zona 07,Maringa,PR,59.0,1,0,1,200000.0,3389.83,Lelo Imoveis,-23.4049768,-51.9458372
Apartamento,Residencial Maira Ll,"Rua Alexandra, 92",Parque Residencial Patricia,Maringa,PR,58.64,3,0,1,200000.0,3410.64,Benites & Gonzaga Imoveis,-23.4120498,-51.9012984
Apartamento,Luiz Gabriel Sampaio,"Rua Professor Itamar Orlando Soares, 89",Zona 07,Maringa,PR,58.0,1,0,1,200000.0,3448.28,José Granado Imóveis,-23.4049768,-51.9458372
Apartamento,Jamaica,"Rua Califórnia, 332",Jardim Los Angeles,Maringa,PR,52.0,2,0,1,200000.0,3846.15,Pedro Granado Imóveis,-23.4092287,-51.9559531
Apartamento,Carima 2,"Rua Vasco da Gama, 373",Vila Marumby,Maringa,PR,50.76,2,0,1,200000.0,3940.11,Imobiliária Paiaguás,-23.4452497,-51.9279409
Apartamento,Conjunto Residencial Maira II,"Rua Alexandra, 92",Parque Residencial Patrícia,Maringa,PR,47.0,3,0,1,200000.0,4255.32,IMOBILIÁRIA Z3,-23.4120498,-51.9012984
Apartamento,Residencial Portal Alvorada,"Rua Pioneiro Alfredo José da Costa, 368",Jardim Alvorada,Maringa,PR,47.0,2,0,1,200000.0,4255.32,Ambiental Empreendimentos Imobiliários,-23.386849,-51.9070163
Apartamento,Manaca,"Rua Pioneiro Paschoal Locatelli, 688",Conjunto Residencial Cidade Alta,Maringa,PR,46.0,2,0,1,200000.0,4347.83,Dubai Imoveis,-23.4656295,-51.910162
Apartamento,Spazio Montpellier,"Rua Chile, 1523",Jardim Alvorada,Maringa,PR,43.0,2,0,1,200000.0,4651.16,Massaru Imóveis,-23.3856198,-51.9029683
Apartamento,Conj. Res. Silvio Barros,"Rua Monsenhor Tanaka, 300",Vila Emília,Maringa,PR,41.0,2,0,1,200000.0,4878.05,Imobiliária Sandri,-23.4461404,-51.9335617
Casa,Jardim Imperial II,"Avenida Doutor Alexandre Rasgulaeff, 4000",Jardim Imperial II,Maringa,PR,38.0,1,0,1,200000.0,5263.16,MAGNANI IMOVEIS LTDA,-23.3965063,-51.9348301
Apartamento,Residencial Melbourne III,"Rua Tiete, 629",Zona 07,Maringa,PR,22.15,1,0,1,200000.0,9029.35,Imobiliaria Silvio Iwata,-23.4111592,-51.9457419
Apartamento,Residencial Catuai,"Avenida Guedner, 3060",Parque da Gavea,Maringa,PR,56.0,3,0,1,205000.0,3660.71,Imobiliaria Paiaguas,-23.4517298,-51.920299
Apartamento,Wit Residences,"Rua Ernesto Mariucci, 480",Jardim Aclimacao,Maringa,PR,55.0,2,0,1,205000.0,3727.27,Imobiliaria Abrao Ltda,-23.4453286,-51.9186265
Apartamento,Solaris,"Rua Quintino Bocaiúva, 1362",Zona 07,Maringa,PR,47.0,2,0,1,205000.0,4361.7,Lélo Imóveis,-23.4081956,-51.9475604
Apartamento,Cidade Universitária,"Avenida Guedner, 1571",Zona 08,Maringa,PR,26.0,1,0,1,205000.0,7884.62,Sândalo Imóveis,-23.4372995,-51.9138207
Apartamento,Seen - A.yoshii,"Avenida Guedner, 599",Zona 08,Maringa,PR,151.71,3,0,3,210000.0,1384.22,Toro Imóveis,-23.4372995,-51.9138207
Apartamento,Jardim Ipanema,"Rua Cantor Raul Seixas, 343",Jardim Ipanema,Maringa,PR,60.0,2,0,1,210000.0,3500.0,Taroba Imoveis,-23.4577378,-51.9207012
Apartamento,Silvio Magalhaes Barros,"Rua Monsenhor Tanaka, 300",Vila Emilia,Maringa,PR,59.0,3,0,1,210000.0,3559.32,Pedro Granado Imoveis,-23.4461404,-51.9335617
Apartamento,Citizen Park,"Rua João Luiz Dias, 469",Parque Residencial Cidade Nova,Maringa,PR,54.0,1,0,0,210000.0,3888.89,Lélo Imóveis,-23.3942746,-51.9295617
Casa,Distrito de Iguatemi (iguatemi),"Rua Manoel Frigo, 319",Distrito de Iguatemi (Iguatemi),Maringa,PR,54.0,2,0,3,210000.0,3888.89,Haraki Imóveis,-23.3728744,-52.0642633
Apartamento,Residencial Flamboyant,"Rua Madre Monica Maria, 255",Conjunto Habitacional Lea Leal,Maringa,PR,54.0,3,0,1,210000.0,3888.89,Pedro Granado Imoveis,-23.4123773,-51.903027
Apartamento,Azaleia,"Avenida Cerro Azul, 2438",Zona 02,Maringa,PR,53.0,3,0,1,210000.0,3962.26,Imobiliaria Santa Catarina,-23.4374613,-51.9330743
Apartamento,Dalva de Oliveira,"Rua Pioneiro João Perin, 649",Parque Tarumã,Maringa,PR,50.0,2,0,1,210000.0,4200.0,Granado Imóveis,-23.4647878,-51.9238825
Apartamento,Spazio Montpellier,"Rua Chile, 1523",Ebenezer,Maringa,PR,47.0,2,0,1,210000.0,4468.09,Ágil Imóveis,-23.3874962,-51.9041025
Casa,Jardim Ipanema,"Rua Cantor Raul Seixas, 343",Jardim Ipanema,Maringa,PR,45.0,2,0,1,210000.0,4666.67,MAGNANI IMOVEIS LTDA,-23.4577378,-51.9207012
Apartamento,Residencial Parque das Paineiras,"Rua Cantor Raul Seixas, 343",Jardim Ipanema,Maringa,PR,45.0,2,0,1,210000.0,4666.67,Rafael Takaki Corretor de Imoveis,-23.4577378,-51.9207012
Apartamento,Spazio Mirante do Parque,"Avenida Pioneiro Antonio Ruiz Saldanha, 1847",Jardim das Estações,Maringa,PR,43.84,2,0,1,210000.0,4790.15,Habitat Empreendimentos Imobiliários,-23.4442235,-51.9787045
Apartamento,Spazio Mirante do Parque,"Avenida Pioneiro Antonio Ruiz Saldanha, 1847",Parque Industrial,Maringa,PR,43.75,2,0,1,210000.0,4800.0,Imobiliária Alte,-23.4540205,-51.9838412
