tipo,nome,logradouro,bairro,municipio,estado,m²,quartos,banheiros,vagas,preco,preco do m²,Anunciante,latitude,longitude
Casa,Jardim Liberdade,"Rua Vila Rica, 1021",Jardim Liberdade,Maringa,PR,100.0,2,0,2,319500.0,3195.0,Venale Imobiliária Boutique,-23.4171919,-51.8942501
Apartamento,Eificicio Martini,"Avenida Pioneiro Antonio Ruiz Saldanha, 727",Parque Industrial,Maringa,PR,45.0,2,0,1,319990.0,7110.89,Imobiliária Daros,-23.4540205,-51.9838412
Casa,Ebenezer,"Rua Itaipu, 882",Ebenezer,Maringa,PR,220.0,2,0,3,320000.0,1454.55,Imobiliária Paiaguás,-23.3882929,-51.8993711
Casa,Conjunto Residencial Ney Braga,"Rua Radialista Osvaldo Santos, 255",Conjunto Residencial Ney Braga,Maringa,PR,170.0,3,0,2,320000.0,1882.35,Massaru Imóveis,-23.3947897,-51.969855
Casa,Jardim da Glória,"Rua Joana D'Arc, 959",Jardim da Glória,Maringa,PR,156.0,3,0,4,320000.0,2051.28,Fujimóveis Empreendimentos Imobiliários,-23.4172215,-51.8949459
Casa,Conjunto João de Barro Porto Seguro II,"Rua Pioneiro Mariano Palácio, 678",Conjunto João de Barro Porto Seguro II,Maringa,PR,143.6,3,0,4,320000.0,2228.41,Washi Empreendimentos Imobiliários LTDA,-23.4492584,-51.9033457
Casa,Jardim Liberdade,"Rua Frei Caneca, 578",Jardim Liberdade,Maringa,PR,132.36,4,0,2,320000.0,2417.65,RS IMÓVEIS,-23.4173026,-51.8957177
Casa,Vila Esperança,"Rua Pioneiro Alcides Araújo Vargas, 136",Vila Esperança,Maringa,PR,130.0,4,0,4,320000.0,2461.54,RS IMÓVEIS,-23.4015902,-51.9380442
Casa,Jardim Indaiá,"Rua Dibo Amid Dib, 105",Jardim Indaiá,Maringa,PR,130.0,3,0,1,320000.0,2461.54,Beltrame Imóveis,-23.4084099,-51.9674203
Casa,Conjunto Residencial Branca Vieira,"Rua Rio Guandu, 1225",Conjunto Residencial Branca Vieira,Maringa,PR,125.46,2,0,1,320000.0,2550.61,Imobiliária Paiaguás,-23.4063105,-51.8903921
Casa,Loteamento Madrid,"Rua Barcelona II, 298",Loteamento Madrid,Maringa,PR,111.0,2,0,2,320000.0,2882.88,Pedro Granado Imóveis,-23.464833,-51.9103189
Casa,Jardim Liberdade,"Rua Armando Crippa, 632",Jardim Liberdade,Maringa,PR,110.0,2,0,2,320000.0,2909.09,Imobiliaria Zanoni,-23.4146547,-51.8861998
Casa,Conjunto Residencial Branca Vieira,"Rua Rio Taperoá, 572",Conjunto Residencial Branca Vieira,Maringa,PR,100.0,3,0,1,320000.0,3200.0,Sampaio Corretor de Imóveis,-23.4008264,-51.8960141
Casa,Jardim Paulista III,"Rua Ana Coronado Marquioto, 733",Jardim Paulista III,Maringa,PR,99.89,3,0,2,320000.0,3203.52,Imobiliária Silvio Iwata,-23.4051606,-51.8711523
Casa,Conjunto Residencial Cidade Alta,"Rua Vicente Celestino, 208",Conjunto Residencial Cidade Alta,Maringa,PR,97.0,2,0,3,320000.0,3298.97,Shimizu Imóveis,-23.4635889,-51.9185932
Apartamento,Fernando de Noronha,"Rua Mandaguari, 83",Zona 07,Maringa,PR,97.0,3,0,1,320000.0,3298.97,Lélo Imóveis,-23.4095145,-51.9463481
Casa,Residencial Ibirapuera,"Rua Mário Gealh, 38",Residencial Ibirapuera,Maringa,PR,95.0,2,0,2,320000.0,3368.42,Granado Imóveis,-23.4240433,-51.8836467
Casa,Parque das Laranjeiras,"Rua Paisagística, 248",Parque das Laranjeiras,Maringa,PR,94.0,2,0,2,320000.0,3404.26,Pedro Granado Imóveis,-23.3919301,-51.9641454
Casa,Parque Tarumã,"Rua Pioneira Maria Glezzi, 102",Parque Tarumã,Maringa,PR,90.0,3,0,2,320000.0,3555.56,Sândalo Imóveis,-23.4640699,-51.9238695
Casa,Parque Tarumã,"Rua Pioneira Maria Glezzi, 102",Parque Tarumã,Maringa,PR,90.0,3,0,2,320000.0,3555.56,Imobiliária Cidade Verde,-23.4640699,-51.9238695
Apartamento,Cantarelli,"Avenida Riachuelo, 160",Zona 03,Maringa,PR,89.0,2,0,1,320000.0,3595.51,Pedro Granado Imóveis,-23.4253984,-51.921353
Apartamento,Sevilha,"Rua Mandaguari, 182",Zona 07,Maringa,PR,89.0,3,0,1,320000.0,3595.51,Lélo Imóveis,-23.4095145,-51.9463481
Casa,Parque Residencial Aeroporto,"Rua Pioneiro Henrique Alves de Souza, 706",Parque Residencial Aeroporto,Maringa,PR,88.0,3,0,2,320000.0,3636.36,Haraki Imóveis,-23.4422853,-51.8935739
Apartamento,Valter Pinafi,"Avenida Paranavaí, 391",Zona 06,Maringa,PR,86.0,3,0,1,320000.0,3720.93,Peron Imóveis,-23.4245035,-51.9641067
Casa,Jardim Sao Paulo,"Rua Pioneira Eufrazia Goelzer Araujo, 53",Jardim Sao Paulo,Maringa,PR,85.13,3,0,2,320000.0,3758.96,Imobiliaria Abrao Ltda,-23.4633146,-51.9273402
Apartamento,Orélio Moreschi,"Avenida Humaitá, 571",Zona 04,Maringa,PR,82.94,3,0,1,320000.0,3858.21,Massaru Imóveis,-23.4316639,-51.9503244
Casa,Conjunto Residencial Paulino Carlos Filho,"Rua Rio Xingu, 1709",Conjunto Residencial Paulino Carlos Filho,Maringa,PR,80.0,3,0,2,320000.0,4000.0,Lélo Imóveis,-23.398227,-51.8944337
Apartamento,Residencial Bertioga,"Rua Belém, 100",Parque Residencial Cidade Nova,Maringa,PR,79.47,3,0,1,320000.0,4026.68,RGS Assessoria Imobiliária,-23.3944577,-51.9311009
Apartamento,Residencial Bertioga,"Rua Belem, 100",Parque Residencial Cidade Nova,Maringa,PR,79.47,3,0,1,320000.0,4026.68,Imobiliaria Silvio Iwata,-23.3944577,-51.9311009
Casa,Jardim São Paulo,"Rua Pioneira Eufrázia Goelzer Araújo, 53",Jardim São Paulo,Maringa,PR,78.0,3,0,2,320000.0,4102.56,Medeiros Imobiliária,-23.4633146,-51.9273402
Casa,Jardim Tupinambá,"Rua Barão do Rio Prata, 23",Jardim Tupinambá,Maringa,PR,78.0,2,0,2,320000.0,4102.56,Pedro Granado Imóveis,-23.4112518,-51.9053462
Apartamento,Residencia Italia II,"Rua Vasco da Gama, 41",Vila Marumby,Maringa,PR,77.0,3,0,1,320000.0,4155.84,Vania Bassan & Associados,-23.4452497,-51.9279409
Casa,Zona 03,"Rua Santos Dumont, 1071",Zona 03,Maringa,PR,74.0,3,0,1,320000.0,4324.32,Auretto Negócios Imobiliários,-23.424419,-51.9222922
Casa,Jardim Paulista,"Rua Eloy Victor de Melo, 564",Jardim Paulista,Maringa,PR,73.93,2,0,2,320000.0,4328.42,Imobiliária Silvio Iwata,-23.4110742,-51.8665951
Apartamento,Agua Branca,"Rua Santos Dumont, 1420",Zona 03,Maringa,PR,70.0,2,0,1,320000.0,4571.43,MAGNANI IMOVEIS LTDA,-23.424419,-51.9222922
Casa,Jardim Atami,"Rua Cidade de Icó, 89",Jardim Atami,Maringa,PR,69.0,2,0,2,320000.0,4637.68,La Bela Vista Imóveis,-23.4673082,-51.9516017
Apartamento,Atillio Sirotti,"Rua Assunção, 262",Vila Marumby,Maringa,PR,65.0,2,0,1,320000.0,4923.08,Rodrigo Real Beraldo Corretor de Imóveis,-23.4459245,-51.9302715
Apartamento,Spazio Monreal,"Rua Assuncao, 598",Vila Marumby,Maringa,PR,62.0,3,0,1,320000.0,5161.29,IMOBILIARIA Z3,-23.4459245,-51.9302715
Casa,Jardim Alvorada,"Rua Shibazaburo Kitazato, 852",Jardim Alvorada,Maringa,PR,61.89,2,0,3,320000.0,5170.46,Shimizu Imóveis,-23.3935622,-51.9116951
Apartamento,Spazio Montegui,"Rua Londrina, 1700",Jardim Aclimação,Maringa,PR,61.0,2,0,1,320000.0,5245.9,Pedro Granado Imóveis,-23.4462003,-51.9168783
Apartamento,Edifício Orion,"Avenida Londrina, 1.891",Zona 08,Maringa,PR,53.0,2,0,1,320000.0,6037.74,Cantarute & Santana Imóveis,-23.4335972,-51.9101972
Apartamento,Terra do Sol,"Avenida Pioneiro Antonio Ruiz Saldanha, 1795",Jardim das Estacoes,Maringa,PR,51.0,2,0,1,320000.0,6274.51,Lelo Imoveis,-23.4442235,-51.9787045
Apartamento,Residencial Alziro Zarur,"Avenida Alziro Zarur, 654",Vila Vardelina,Maringa,PR,49.9,2,0,1,320000.0,6412.83,Imobiliaria Santa Catarina,-23.4010945,-51.9628074
Casa,Jardim America,"Avenida das Industrias, 1146",Jardim America,Maringa,PR,49.0,2,0,1,320000.0,6530.61,Imobiliaria Zanoni,-23.4256938,-51.890415
Casa,Jardim das Estacoes,"Avenida Pioneiro Antonio Ruiz Saldanha, 1847",Jardim das Estacoes,Maringa,PR,48.0,2,0,1,320000.0,6666.67,Soma Solucoes Imobiliarias,-23.4442235,-51.9787045
Apartamento,Triunfo Residence,"Rua Castro Alves, 482",Zona 06,Maringa,PR,48.0,2,0,1,320000.0,6666.67,Cedrun Patrimonial,-23.4294655,-51.9729908
Apartamento,Residencial Montezzi,"Rua Quintino Bocaiuva, 1357",Zona 07,Maringa,PR,44.0,2,0,1,320000.0,7272.73,Toro Imoveis,-23.40679,-51.94699
Apartamento,Spazio Mendonza,"Avenida das Industrias, 1060",Jardim America,Maringa,PR,43.46,2,0,1,320000.0,7363.09,Beltrame Imoveis,-23.4256938,-51.890415
Apartamento,Rio Hotel By Bourbon,"Avenida Colombo, 9161",Zona 06,Maringa,PR,25.0,1,0,2,320000.0,12800.0,Granado Imóveis,-23.4169074,-51.9573289
Apartamento,Torresdouro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,54.34,2,0,1,321000.0,5907.25,Imobiliaria Casa Nova,-23.4463033,-51.935105
Apartamento,Residencial Torres Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,41.0,1,0,1,321000.0,7829.27,La Bela Vista Imoveis,-23.4463033,-51.935105
Apartamento,Torres Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,41.0,1,0,1,321000.0,7829.27,Smart Connections,-23.4463033,-51.935105
Apartamento,Residencial Torres Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,54.34,2,0,1,323000.0,5944.06,RENOVA Gestao de Imoveis,-23.4463033,-51.935105
Apartamento,Montezzi,"Rua Quintino Bocaiuva, 1357",Zona 07,Maringa,PR,44.24,2,0,1,323000.0,7301.08,Massaru Imoveis,-23.40679,-51.94699
Apartamento,Montezzi,"Rua Quintino Bocaiuva, 1357",Zona 07,Maringa,PR,44.0,2,0,1,323000.0,7340.91,Elson Maia Corretor de Imoveis,-23.40679,-51.94699
Apartamento,Montezzi,"Rua Quintino Bocaiuva, 1357",Zona 07,Maringa,PR,44.0,2,0,1,323000.0,7340.91,Lelo Imoveis,-23.40679,-51.94699
Casa,Vila Emilia,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,54.0,2,0,1,324000.0,6000.0,Auretto Negocios Imobiliarios,-23.4463033,-51.935105
Casa,Parque Residencial Tuiuti,"Rua Rio das Várzeas, 1452",Parque Residencial Tuiuti,Maringa,PR,99.99,2,0,2,325000.0,3250.33,Shimizu Imóveis,-23.4047852,-51.8899738
Casa,Parque Residencial Tuiuti,"Rua Rio das Várzeas, 1454",Parque Residencial Tuiuti,Maringa,PR,99.99,2,0,2,325000.0,3250.33,Shimizu Imóveis,-23.4047852,-51.8899738
Casa,Loteamento Madrid,"Rua Barcelona II, 29",Loteamento Madrid,Maringa,PR,90.0,2,0,3,325000.0,3611.11,Pedro Granado Imóveis,-23.464833,-51.9103189
Casa,Conjunto João de Barro Itaparica,"Rua Porto Seguro, 709",Conjunto João de Barro Itaparica,Maringa,PR,90.0,3,0,1,325000.0,3611.11,Adriana Corretora de Imóveis,-23.3979144,-51.8841622
Apartamento,Residencial Maresias,"Rua Assunção, 507",Vila Marumby,Maringa,PR,65.0,2,0,1,325000.0,5000.0,Granado Imóveis,-23.4459245,-51.9302715
Apartamento,Ed Spazio Merlot,"Rua Nardina Rodrigues Johansen, 159",Loteamento Malbec,Maringa,PR,50.0,2,0,1,325000.0,6500.0,Ribeiro & Lopes Negócios Imobiliários,-23.4384389,-51.9228342
Apartamento,Helena Moser,"Rua Bragança, 665",Zona 07,Maringa,PR,46.0,2,0,1,325000.0,7065.22,Legado Urbano,-23.4103618,-51.9460452
Apartamento,Montezzi,"Rua Quintino Bocaiuva, 1357",Zona 07,Maringa,PR,44.35,2,0,1,325000.0,7328.07,Unic Imoveis,-23.40679,-51.94699
Apartamento,Torres Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,55.0,2,0,1,327000.0,5945.45,Imobiliaria Santa Catarina,-23.4463033,-51.935105
Apartamento,Forte de Arundel,"Rua Zygmunt Krosnowski, 172",Parque Industrial,Maringa,PR,51.44,2,0,1,328000.0,6376.36,Conecta Corretores,-23.4264959,-51.89269
Casa,Jardim Diamante,"Rua Pioneiro Acácio Faustino dos Santos, 232",Jardim Diamante,Maringa,PR,110.17,3,0,2,329000.0,2986.29,Prado Imóveis,-23.3755061,-51.9458428
Apartamento,Residencial Giacopini,"Rua Paranaguá, 346",Zona 07,Maringa,PR,93.06,3,0,1,329000.0,3535.35,Opção Imóveis,-23.4117138,-51.9433358
Apartamento,Vitória,"Rua Marechal Floriano Peixoto, 1144",Zona 07,Maringa,PR,89.2,3,0,1,329000.0,3688.34,Shimizu Imóveis,-23.4147216,-51.9314859
Casa,Jardim Paris III,"Rua Quintiliano Diniz de Souza, 699",Jardim Paris III,Maringa,PR,60.0,2,0,1,329000.0,5483.33,Lélo Imóveis,-23.3863714,-51.9614673
Apartamento,Spazio Merlot,"Rua Nardina Rodrigues Johansen, 392",Loteamento Malbec,Maringa,PR,50.64,2,0,1,329000.0,6496.84,Conecta Corretores,-23.4384389,-51.9228342
Apartamento,Spazio Montezzi,"Rua Quintino Bocaiúva, 1567",Zona 07,Maringa,PR,45.0,2,0,1,329000.0,7311.11,Conecta Corretores,-23.4081956,-51.9475604
Casa,Parque Industrial,"Rua Zygmunt Krosnowski, 172",Parque Industrial,Maringa,PR,44.0,2,0,1,329990.0,7499.77,MAGNANI IMOVEIS LTDA,-23.4264959,-51.89269
Casa,Parque Industrial,"Rua Zygmunt Krosnowski, 172",Parque Industrial,Maringa,PR,51.44,2,0,1,329990.22,6415.05,Ingaville Imóveis,-23.4264959,-51.89269
Casa,Jardim Tropical,"Rua das Laranjeiras, 234",Jardim Tropical,Maringa,PR,168.33,2,0,4,330000.0,1960.43,Imobiliária Silvio Iwata,-23.3973999,-51.960761
Casa,Vila Esperança,"Travessa Pioneiro Martinho Jorge Delmônico, 208",Vila Esperança,Maringa,PR,158.0,3,0,2,330000.0,2088.61,Imobiliária Casa Nova,-23.4012135,-51.9363176
Casa,Conjunto Residencial Cidade Alta,"Rua Evaldo Braga, 883",Conjunto Residencial Cidade Alta,Maringa,PR,156.0,2,0,2,330000.0,2115.38,Oikawa Imóveis Ltda,-23.4587679,-51.9211399
Casa,Conjunto Residencial Rodolpho Bernardi,"Rua Pioneiro Guarino Augusto Basseto, 920",Conjunto Residencial Rodolpho Bernardi,Maringa,PR,146.36,3,0,2,330000.0,2254.71,Shimizu Imóveis,-23.3900667,-51.9012942
Casa,Jardim Colina Verde,"Avenida Tuiuti, 4673",Jardim Colina Verde,Maringa,PR,120.88,3,0,3,330000.0,2729.98,Bellakaza Negócios Imobiliários,-23.3957359,-51.8856042
Casa,Loteamento Madrid,"Rua Toledo, 388",Loteamento Madrid,Maringa,PR,111.61,2,0,3,330000.0,2956.72,Ambiental Empreendimentos Imobiliários,-23.4637061,-51.9090949
Casa,Loteamento Batel,"Rua Rio Juruena, 206",Loteamento Batel,Maringa,PR,110.0,3,0,4,330000.0,3000.0,Shimizu Imóveis,-23.3945747,-51.8947777
Apartamento,Costa do Marfim,"Avenida Curitiba, 149",Zona 04,Maringa,PR,101.0,3,0,1,330000.0,3267.33,Thirso Imóveis,-23.4240372,-51.9508759
Casa,Parque Hortência,"Rua Pioneira Helena Felipe Abrão, 657-A",Parque Hortência,Maringa,PR,100.0,3,0,2,330000.0,3300.0,Moraes e Moraes Negócios imobiliários,-23.393595,-51.9776786
Casa,Jardim Monte Rei,"Rua Pioneiro Richard Derner, 161",Jardim Monte Rei,Maringa,PR,100.0,3,0,2,330000.0,3300.0,Lélo Imóveis,-23.3758029,-51.9529315
Casa,Conjunto Residencial Cidade Alta,"Rua Pioneiro Paschoal Locatelli, 469 A",Conjunto Residencial Cidade Alta,Maringa,PR,100.0,3,0,2,330000.0,3300.0,Shimizu Imóveis,-23.4656295,-51.910162
Casa,Conjunto Residencial Cidade Alta,"Rua Pioneiro Paschoal Locatelli, 469",Conjunto Residencial Cidade Alta,Maringa,PR,100.0,3,0,2,330000.0,3300.0,Imobiliária Abrão Ltda,-23.4656295,-51.910162
Apartamento,Spázio,"Rua Quintino Bocaiúva, 393",Zona 07,Maringa,PR,98.32,3,0,1,330000.0,3356.39,Massaru Imóveis,-23.40679,-51.94699
Apartamento,Residencial Giacopini,"Rua Paranagua, 346",Zona 07,Maringa,PR,93.06,3,0,1,330000.0,3546.1,Imobiliaria Silvio Iwata,-23.4117138,-51.9433358
Apartamento,Residencial Giacopini,"Rua Paranagua, 346",Zona 07,Maringa,PR,93.06,3,0,1,330000.0,3546.1,Imobiliaria Silvio Iwata,-23.4117138,-51.9433358
Casa,Loteamento Madrid,"Rua Pioneiro Paschoal Locatelli, 469",Loteamento Madrid,Maringa,PR,90.38,3,0,2,330000.0,3651.25,Massaru Imóveis,-23.4656295,-51.910162
Casa,Jardim Araucária,"Rua Osvaldo Moreira, 57",Jardim Araucária,Maringa,PR,90.2,3,0,2,330000.0,3658.54,Opção Imóveis,-23.4547787,-51.9018875
Casa,Jardim Novo Alvorada,"Rua Pioneiro Alfredo José da Costa, 6617",Jardim Novo Alvorada,Maringa,PR,90.0,2,0,2,330000.0,3666.67,Sampaio Corretor de Imóveis,-23.3851643,-51.9061517
Casa,Casa,"Rodovia Pr-317, 599",Parque Industrial 200,Maringa,PR,87.0,2,0,3,330000.0,3793.1,Marly Imóveis,-23.3572666,-51.8997056
Casa,Loteamento Sumaré,"Rua 46053, 599",Loteamento Sumaré,Maringa,PR,87.0,3,0,2,330000.0,3793.1,Ingaville Imóveis,-23.391978,-51.8993521
Casa,Zona 07,"Rua José Clemente, 90",Zona 07,Maringa,PR,87.0,3,0,1,330000.0,3793.1,Auretto Negócios Imobiliários,-23.4148555,-51.941411
Casa,Jardim Andrade,"Rua Américo Laerte Bigatão, 414",Jardim Andrade,Maringa,PR,85.0,3,0,3,330000.0,3882.35,Vania Bassan & Associados,-23.3848908,-51.9009367
Apartamento,Residencial Sinon,"Rua Bragança, 15",Zona 07,Maringa,PR,78.66,2,0,1,330000.0,4195.27,Imobiliária Abrão Ltda,-23.4103618,-51.9460452
Apartamento,Village Meridien,"Rua Ivai, 721",Vila Marumby,Maringa,PR,72.0,3,0,1,330000.0,4583.33,Benites & Gonzaga Imóveis,-23.4459867,-51.9321663
Casa,Jardim Andrade,"Contorno Major Abelardo José da Cruz, 194",Jardim Andrade,Maringa,PR,70.0,3,0,2,330000.0,4714.29,Soma Soluções Imobiliárias,-23.3887165,-51.8965316
Casa,Jardim Andrade,"Rua Pedro Leite de Oliveira, 194",Jardim Andrade,Maringa,PR,70.0,3,0,2,330000.0,4714.29,Moraes e Moraes Negócios imobiliários,-23.3873881,-51.8967596
Apartamento,Ed Portland,"Rua Francisco Glicério, 989",Zona 07,Maringa,PR,65.0,2,0,1,330000.0,5076.92,Imobiliária Nacional,-23.4133747,-51.9348015
Casa,Jardim Novo Alvorada,"Rua Pioneiro José de Paula, 627",Jardim Novo Alvorada,Maringa,PR,64.93,3,0,2,330000.0,5082.4,Massaru Imóveis,-23.3859777,-51.9031146
Casa,Jardim Alvorada,"Rua Vitor do Amaral, 999",Jardim Alvorada,Maringa,PR,63.0,2,0,1,330000.0,5238.1,Bonny Imoveis,-23.3868403,-51.909838
Casa,Parque das Laranjeiras,"Rua Paim, 402",Parque das Laranjeiras,Maringa,PR,59.0,2,0,6,330000.0,5593.22,RS IMÓVEIS,-23.392947,-51.95972
Apartamento,Tarsila do Amaral,"Rua Marechal Floriano Peixoto, 1546",Zona 07,Maringa,PR,56.64,2,0,1,330000.0,5826.27,Moraes e Moraes Negócios imobiliários,-23.4147216,-51.9314859
Apartamento,Torres Douro Residencial,"Rua Ouro Verde, 1726",Vila Emília,Maringa,PR,54.0,2,0,1,330000.0,6111.11,Lélo Imóveis,-23.4463033,-51.935105
Apartamento,Maresias,"Rua Assunção, 507",Vila Marumby,Maringa,PR,53.0,2,0,1,330000.0,6226.42,Pedro Granado Imóveis,-23.4459245,-51.9302715
Apartamento,Havana Residence,"Avenida Alziro Zarur, 893",Cidade Universitaria,Maringa,PR,51.52,2,0,1,330000.0,6405.28,Imobiliaria Silvio Iwata,-23.4017837,-51.9598852
Casa,Jardim Aclimação,"Rua Londrina, 114",Jardim Aclimação,Maringa,PR,51.5,2,0,1,330000.0,6407.77,Conecta Corretores,-23.4462003,-51.9168783
Apartamento,Spazio Muscat,"Rua Nardina Rodrigues Johansen, 405",Loteamento Malbec,Maringa,PR,51.14,2,0,1,330000.0,6452.87,Imobiliaria Silvio Iwata,-23.4384389,-51.9228342
Apartamento,Ed. Portal Itapua,"Rua Ouro Verde, 378",Vila Emilia,Maringa,PR,50.14,2,0,1,330000.0,6581.57,Imobiliaria Silvio Iwata,-23.4463033,-51.935105
Casa,Loteamento Malbec,"Rua Nardina Rodrigues Johansen, 392",Loteamento Malbec,Maringa,PR,50.0,2,0,1,330000.0,6600.0,Soma Solucoes Imobiliarias,-23.4384389,-51.9228342
Apartamento,Spazio Mendonza,"Avenida das Industrias, 1060",Jardim America,Maringa,PR,49.0,2,0,1,330000.0,6734.69,Prado Imoveis,-23.4256938,-51.890415
Apartamento,Buriti,"Rua Campos Sales, 91",Zona 07,Maringa,PR,48.0,2,3,1,330000.0,6875.0,Lélo Imóveis,-23.414085,-51.9414744
Casa,Jardim das Estações,"Avenida Pioneiro Antonio Ruiz Saldanha, 2248",Jardim das Estações,Maringa,PR,48.0,2,0,1,330000.0,6875.0,MAGNANI IMOVEIS LTDA,-23.4442235,-51.9787045
Apartamento,Spazio Muscat,"Rua Nardina Rodrigues Johansen, 405",Loteamento Malbec,Maringa,PR,47.0,2,2,1,330000.0,7021.28,Imobiliária Silvio Iwata,-23.4384389,-51.9228342
Apartamento,New Plaza,"Avenida Advogado Horácio Raccanello Filho, 5640",Zona 07,Maringa,PR,46.55,2,0,1,330000.0,7089.15,Amarildo Neves de Lara,-23.418021,-51.9432386
Apartamento,Residencial Montezzi,"Rua Quintino Bocaiuva, 1357",Zona 07,Maringa,PR,44.35,2,0,1,330000.0,7440.81,Opcao Imoveis,-23.40679,-51.94699
Apartamento,Chaplin III,"Rua Braganca, 43",Zona 07,Maringa,PR,43.0,2,0,1,330000.0,7674.42,Pedro Granado Imoveis,-23.4103618,-51.9460452
Apartamento,Forte de Arundel,"Rua Zygmunt Krosnowski, 172",Parque Industrial,Maringa,PR,45.39,2,0,1,331640.19,7306.46,Massaru Imoveis,-23.4264959,-51.89269
Casa,Jardim Paulista,"Rua Pioneiro João Nunes, 1894",Jardim Paulista,Maringa,PR,125.0,2,0,2,335000.0,2680.0,MAGNANI IMOVEIS LTDA,-23.4060704,-51.8734192
Casa,Jardim Paulista,"Rua Pioneiro Joao Nunes, 1493",Jardim Paulista,Maringa,PR,125.0,2,0,2,335000.0,2680.0,Imobiliaria Silvio Iwata,-23.4060704,-51.8734192
Casa,Conjunto João de Barro Itaparica,"Rua Milton Eduardo Luders, 632",Conjunto João de Barro Itaparica,Maringa,PR,115.96,2,0,2,335000.0,2888.93,Opção Imóveis,-23.3954891,-51.8902996
Casa,Jardim Monte Rei,"Rua Marçal Candido Siqueira, 194",Jardim Monte Rei,Maringa,PR,105.0,3,0,1,335000.0,3190.48,Imobiliária Paiaguás,-23.3763699,-51.9555588
Casa,Jardim Atlanta,"Rua Atlanta, 70",Jardim Atlanta,Maringa,PR,100.0,3,0,2,335000.0,3350.0,Pedro Granado Imóveis,-23.4180742,-51.8789369
Apartamento,Sevilha,"Rua Mandaguari, 182",Zona 07,Maringa,PR,89.0,3,0,2,335000.0,3764.04,Lelo Imoveis,-23.4095145,-51.9463481
Apartamento,Residencial Nova Capri,"Avenida Herval, 192",Zona 07,Maringa,PR,72.8,2,0,1,335000.0,4601.65,Oziel Corretor de Imóveis,-23.4111326,-51.9365249
Casa,Jardim Oásis,"Rua Rio Guaíba, 31",Jardim Oásis,Maringa,PR,59.5,2,0,1,335000.0,5630.25,Opção Imóveis,-23.3997409,-51.9029916
Apartamento,Forte de Arundel Residencial,"Rua Zygmunt Krosnowski, 172",Parque Industrial,Maringa,PR,55.45,2,0,1,335000.0,6041.48,Imobiliaria Silvio Iwata,-23.4264959,-51.89269
Apartamento,Rouget Village,"Rua Jangada, 403",Zona 07,Maringa,PR,55.0,2,0,1,335000.0,6090.91,Lélo Imóveis,-23.4083166,-51.9458162
Apartamento,Torres Douro,"Rua Ouro Verde, 314",Vila Emilia,Maringa,PR,54.0,2,0,1,335000.0,6203.7,Pedro Granado Imoveis,-23.4463033,-51.935105
Apartamento,Unique Place,"Rua Campos Sales, 210",Zona 07,Maringa,PR,32.56,1,0,1,335000.0,10288.7,Favarão Imóveis,-23.414085,-51.9414744
Casa,Parque Industrial,"Rua Zygmunt Krosnowski, 172",Parque Industrial,Maringa,PR,44.0,2,0,1,338306.0,7688.77,Fujimoveis Empreendimentos Imobiliarios,-23.4264959,-51.89269
Apartamento,Perseverance Residencial,"Rua Rui Barbosa, 1262",Zona 07,Maringa,PR,59.0,2,0,1,339700.0,5757.63,Pedro Granado Imóveis,-23.4172268,-51.9553114
Casa,Residencial Arezzo,"Rua Antônio Carlos Sanseverino, 381",Residencial Arezzo,Maringa,PR,154.0,3,0,2,340000.0,2207.79,Pedro Granado Imóveis,-23.3988031,-51.9870059
Casa,Jardim Guairacá,"Rua Pioneiro José Henrique de Paula, 465",Jardim Guairacá,Maringa,PR,150.0,2,0,1,340000.0,2266.67,MAGNANI IMOVEIS LTDA,-23.3870743,-51.9703809
Casa,Zona 07,"Rua São Pedro, 1365",Zona 07,Maringa,PR,138.0,2,0,1,340000.0,2463.77,Lélo Imóveis,-23.415445,-51.9184876
Casa,Jardim Real,"Rua Ametista, 2933",Jardim Real,Maringa,PR,114.0,2,0,1,340000.0,2982.46,Toro Imóveis,-23.3951332,-51.9536145
Casa,Vila Marumby,"Rua Assunção, 62",Vila Marumby,Maringa,PR,112.0,1,0,1,340000.0,3035.71,Dubai Imóveis,-23.4475196,-51.9311918
Casa,Parque Residencial Tuiuti,"Rua Rio Congoinhas, 1829",Parque Residencial Tuiuti,Maringa,PR,100.0,2,0,2,340000.0,3400.0,Massaru Imóveis,-23.3998618,-51.8953744
Apartamento,Aiex,"Rua Luiz Gama, 884",Zona 04,Maringa,PR,100.0,3,0,1,340000.0,3400.0,Lélo Imóveis,-23.4252349,-51.9497982
Casa,Jardim Olímpico,"Rua Rouxinol, 606",Jardim Olímpico,Maringa,PR,98.0,3,0,4,340000.0,3469.39,Amarildo Neves de Lara,-23.4052979,-51.9776838
Casa,Jardim Oásis,"Rua Rio Guaíba, 523",Jardim Oásis,Maringa,PR,98.0,3,0,3,340000.0,3469.39,Marly Imóveis,-23.3997409,-51.9029916
Apartamento,Barra Velha,"Rua Assunção, 238",Vila Marumby,Maringa,PR,84.0,3,0,1,340000.0,4047.62,Imobiliária Casa Nova,-23.4459245,-51.9302715
